,paper_title,paper_link,conference,year,repo_link,repo_star,last_update,img2graph,text2graph,code2graph,Platform
325,On-the-fly Operation Batching in Dynamic Computation Graphs,http://papers.nips.cc/paper/6986-on-the-fly-operation-batching-in-dynamic-computation-graphs.pdf,NIPS,2017,https://github.com/neulab/dynet-benchmark,54,1/2/2019,1,0,0,tensorflow
326,Curriculum Domain Adaptation for Semantic Segmentation of Urban Scenes,http://openaccess.thecvf.com/content_iccv_2017/html/Zhang_Curriculum_Domain_Adaptation_ICCV_2017_paper.html,ICCV,2017,https://github.com/YangZhang4065/AdaptationSeg,64,1/2/2019,1,0,0,tensorflow
327,Neural Style Transfer via Meta Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Shen_Neural_Style_Transfer_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/FalongShen/styletransfer,59,1/2/2019,0,0,0,pytorch
328,Deep Marching Cubes: Learning Explicit Surface Representations,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liao_Deep_Marching_Cubes_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yiyiliao/deep_marching_cubes,56,1/2/2019,0,0,0,pytorch
329,Shift-Net: Image Inpainting via Deep Feature Rearrangement,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhaoyi_Yan_Shift-Net_Image_Inpainting_ECCV_2018_paper.html,ECCV,2018,https://github.com/Zhaoyi-Yan/Shift-Net_pytorch,74,1/2/2019,0,0,0,pytorch
330,Cascade R-CNN: Delving Into High Quality Object Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Cai_Cascade_R-CNN_Delving_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/guoruoqian/cascade-rcnn_Pytorch,93,1/2/2019,0,0,0,pytorch
331,Learning From Synthetic Data: Addressing Domain Shift for Semantic Segmentation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sankaranarayanan_Learning_From_Synthetic_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/swamiviv/LSD-seg,56,1/2/2019,0,0,0,pytorch
332,SST: Single-Stream Temporal Action Proposals,http://openaccess.thecvf.com/content_cvpr_2017/html/Buch_SST_Single-Stream_Temporal_CVPR_2017_paper.html,CVPR,2017,https://github.com/ranjaykrishna/SST,51,1/2/2019,0,0,0,pytorch
333,Fighting Fake News: Image Splice Detection via Learned Self-Consistency,http://openaccess.thecvf.com/content_ECCV_2018/html/Jacob_Huh_Fighting_Fake_News_ECCV_2018_paper.html,ECCV,2018,https://github.com/minyoungg/selfconsistency,62,1/2/2019,0,0,0,tensorflow
334,Hierarchical Long-term Video Prediction without Supervision,http://proceedings.mlr.press/v80/wichers18a.html,ICML,2018,https://github.com/brain-research/long-term-video-prediction-without-supervision,60,1/2/2019,0,0,0,tensorflow
335,Discriminability Objective for Training Descriptive Captions,http://openaccess.thecvf.com/content_cvpr_2018/papers/Luo_Discriminability_Objective_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ruotianluo/DiscCaptioning,54,1/2/2019,0,0,0,pytorch
336,Triangle Generative Adversarial Networks,http://papers.nips.cc/paper/7109-triangle-generative-adversarial-networks.pdf,NIPS,2017,https://github.com/LiqunChen0606/Triangle-GAN,51,1/2/2019,0,0,0,tensorflow
337,Differentiable Learning of Logical Rules for Knowledge Base Reasoning,http://papers.nips.cc/paper/6826-differentiable-learning-of-logical-rules-for-knowledge-base-reasoning.pdf,NIPS,2017,https://github.com/fanyangxyz/Neural-LP,62,1/2/2019,0,0,0,tensorflow
338,Visual Question Generation as Dual Task of Visual Question Answering,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Visual_Question_Generation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yikang-li/iQAN,50,1/2/2019,0,0,0,pytorch
339,DF-Net: Unsupervised Joint Learning of Depth and Flow using Cross-Task Consistency,http://openaccess.thecvf.com/content_ECCV_2018/html/Yuliang_Zou_DF-Net_Unsupervised_Joint_ECCV_2018_paper.html,ECCV,2018,https://github.com/vt-vl-lab/DF-Net,82,1/2/2019,1,0,0,tensorflow
340,Efficient end-to-end learning for quantizable representations,http://proceedings.mlr.press/v80/jeong18a.html,ICML,2018,https://github.com/maestrojeong/Deep-Hash-Table-ICML18,50,1/2/2019,0,0,0,tensorflow
341,Neural Expectation Maximization,http://papers.nips.cc/paper/7246-neural-expectation-maximization.pdf,NIPS,2017,https://github.com/sjoerdvansteenkiste/Neural-EM,56,1/2/2019,0,0,0,tensorflow
342,EAST: An Efficient and Accurate Scene Text Detector,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhou_EAST_An_Efficient_CVPR_2017_paper.html,CVPR,2017,https://github.com/Kathrine94/EAST,51,1/2/2019,1,0,0,pytorch
343,Learning Blind Motion Deblurring,http://openaccess.thecvf.com/content_iccv_2017/html/Wieschollek_Learning_Blind_Motion_ICCV_2017_paper.html,ICCV,2017,https://github.com/cgtuebingen/learning-blind-motion-deblurring,54,1/2/2019,0,0,0,tensorflow
344,Conditional Probability Models for Deep Image Compression,http://openaccess.thecvf.com/content_cvpr_2018/papers/Mentzer_Conditional_Probability_Models_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/fab-jul/imgcomp-cvpr,54,1/2/2019,1,0,0,tensorflow
345,Jointly Optimize Data Augmentation and Network Training: Adversarial Data Augmentation in Human Pose Estimation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Peng_Jointly_Optimize_Data_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhiqiangdon/pose-adv-aug,54,1/2/2019,0,0,0,pytorch
346,PlaneMatch: Patch Coplanarity Prediction for Robust RGB-D Reconstruction,http://openaccess.thecvf.com/content_ECCV_2018/html/Yifei_Shi_PlaneMatch_Patch_Coplanarity_ECCV_2018_paper.html,ECCV,2018,https://github.com/yifeishi/PlaneMatch,57,1/2/2019,0,0,0,pytorch
347,Learning to Navigate for Fine-grained Classification,http://openaccess.thecvf.com/content_ECCV_2018/html/Ze_Yang_Learning_to_Navigate_ECCV_2018_paper.html,ECCV,2018,https://github.com/yangze0930/NTS-Net,74,1/2/2019,0,0,0,pytorch
348,Hybrid Reward Architecture for Reinforcement Learning,http://papers.nips.cc/paper/7123-hybrid-reward-architecture-for-reinforcement-learning.pdf,NIPS,2017,https://github.com/Maluuba/hra,50,1/2/2019,0,0,0,tensorflow
349,FOTS: Fast Oriented Text Spotting With a Unified Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_FOTS_Fast_Oriented_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiangxiluning/FOTS.PyTorch,118,1/2/2019,0,0,0,pytorch
350,Grammar Variational Autoencoder,http://proceedings.mlr.press/v70/kusner17a.html,ICML,2017,https://github.com/episodeyang/grammar_variational_autoencoder,46,1/2/2019,0,0,0,pytorch
351,Unsupervised Attention-guided Image-to-Image Translation,https://arxiv.org/abs/1806.02311,NIPS,2018,https://github.com/AlamiMejjati/Unsupervised-Attention-guided-Image-to-Image-Translation,110,1/2/2019,0,0,0,tensorflow
352,Visual Translation Embedding Network for Visual Relation Detection,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhang_Visual_Translation_Embedding_CVPR_2017_paper.html,CVPR,2017,https://github.com/zawlin/cvpr17_vtranse,54,1/2/2019,0,0,0,tensorflow
353,Learning towards Minimum Hyperspherical Energy,http://arxiv.org/abs/1805.09298v4,NIPS,2018,https://github.com/wy1iu/MHE,54,1/2/2019,0,0,0,tensorflow
354,Predicting Organic Reaction Outcomes with Weisfeiler-Lehman Network,http://papers.nips.cc/paper/6854-predicting-organic-reaction-outcomes-with-weisfeiler-lehman-network.pdf,NIPS,2017,https://github.com/wengong-jin/nips17-rexgen,46,1/2/2019,0,0,0,tensorflow
355,Modulating early visual processing by language,http://papers.nips.cc/paper/7237-modulating-early-visual-processing-by-language.pdf,NIPS,2017,https://github.com/GuessWhatGame/guesswhat,49,1/2/2019,1,0,0,tensorflow
356,A Disentangled Recognition and Nonlinear Dynamics Model for Unsupervised Learning,http://papers.nips.cc/paper/6951-a-disentangled-recognition-and-nonlinear-dynamics-model-for-unsupervised-learning.pdf,NIPS,2017,https://github.com/simonkamronn/kvae,53,1/2/2019,1,0,0,tensorflow
357,Learning Pose Specific Representations by Predicting Different Views,http://openaccess.thecvf.com/content_cvpr_2018/papers/Poier_Learning_Pose_Specific_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/poier/PreView,44,1/2/2019,0,0,0,pytorch
358,Learning Rigidity in Dynamic Scenes with a Moving Camera for 3D Motion Field Estimation,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhaoyang_Lv_Learning_Rigidity_in_ECCV_2018_paper.html,ECCV,2018,https://github.com/NVlabs/learningrigidity,61,1/2/2019,1,0,0,pytorch
359,Video Pixel Networks,http://proceedings.mlr.press/v70/kalchbrenner17a.html,ICML,2017,https://github.com/3ammor/Video-Pixel-Networks,45,1/2/2019,1,0,0,tensorflow
360,Differentiable Compositional Kernel Learning for Gaussian Processes,http://proceedings.mlr.press/v80/sun18e.html,ICML,2018,https://github.com/ssydasheng/Neural-Kernel-Network,45,1/2/2019,0,0,0,tensorflow
361,Exploit the Unknown Gradually: One-Shot Video-Based Person Re-Identification by Stepwise Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wu_Exploit_the_Unknown_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Yu-Wu/Exploit-Unknown-Gradually,59,1/2/2019,0,0,0,pytorch
362,DeepVS: A Deep Learning Based Video Saliency Prediction Approach,http://openaccess.thecvf.com/content_ECCV_2018/html/Lai_Jiang_DeepVS_A_Deep_ECCV_2018_paper.html,ECCV,2018,https://github.com/remega/OMCNN_2CLSTM,53,1/2/2019,0,0,0,tensorflow
363,Stabilizing Training of Generative Adversarial Networks through Regularization,http://papers.nips.cc/paper/6797-stabilizing-training-of-generative-adversarial-networks-through-regularization.pdf,NIPS,2017,https://github.com/rothk/Stabilizing_GANs,45,1/2/2019,0,0,0,tensorflow
364,Learning Intrinsic Image Decomposition From Watching the World,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_Learning_Intrinsic_Image_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/lixx2938/unsupervised-learning-intrinsic-images,45,1/2/2019,0,0,0,pytorch
365,Learning Efficient Single-stage Pedestrian Detectors by Asymptotic Localization Fitting,http://openaccess.thecvf.com/content_ECCV_2018/html/Wei_Liu_Learning_Efficient_Single-stage_ECCV_2018_paper.html,ECCV,2018,https://github.com/liuwei16/ALFNet,52,1/2/2019,0,0,0,tensorflow
366,Video Re-localization,http://openaccess.thecvf.com/content_ECCV_2018/html/Yang_Feng_Video_Re-localization_via_ECCV_2018_paper.html,ECCV,2018,https://github.com/fengyang0317/video_reloc,46,1/2/2019,0,0,0,tensorflow
367,Image Manipulation with Perceptual Discriminators,http://openaccess.thecvf.com/content_ECCV_2018/html/Diana_Sungatullina_Image_Manipulation_with_ECCV_2018_paper.html,ECCV,2018,https://github.com/egorzakharov/PerceptualGAN,45,1/2/2019,0,0,0,tensorflow
368,Unsupervised Adaptation for Deep Stereo,http://openaccess.thecvf.com/content_iccv_2017/html/Tonioni_Unsupervised_Adaptation_for_ICCV_2017_paper.html,ICCV,2017,https://github.com/CVLAB-Unibo/Unsupervised-Adaptation-for-Deep-Stereo,44,1/2/2019,0,0,0,tensorflow
369,Semi-supervised Adversarial Learning to Generate Photorealistic Face Images of New Identities from 3D Morphable Model,http://openaccess.thecvf.com/content_ECCV_2018/html/Baris_Gecer_Semi-supervised_Adversarial_Learning_ECCV_2018_paper.html,ECCV,2018,https://github.com/barisgecer/facegan,55,1/2/2019,0,0,0,tensorflow
370,Wavelet-SRNet: A Wavelet-Based CNN for Multi-Scale Face Super Resolution,http://openaccess.thecvf.com/content_iccv_2017/html/Huang_Wavelet-SRNet_A_Wavelet-Based_ICCV_2017_paper.html,ICCV,2017,https://github.com/hhb072/WaveletSRNet,56,1/2/2019,1,0,0,pytorch
371,Coloring with Words: Guiding Image Colorization Through Text-based Palette Generation,http://openaccess.thecvf.com/content_ECCV_2018/html/Hyojin_Bahng_Coloring_with_Words_ECCV_2018_paper.html,ECCV,2018,https://github.com/awesome-davian/Text2Colors,50,1/2/2019,0,0,0,pytorch
372,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions,http://papers.nips.cc/paper/6700-schnet-a-continuous-filter-convolutional-neural-network-for-modeling-quantum-interactions.pdf,NIPS,2017,https://github.com/atomistic-machine-learning/SchNet,41,1/2/2019,1,0,0,tensorflow
373,Deep k-Means: Re-Training and Parameter Sharing with Harder Cluster Assignments for Compressing Deep Convolutions,http://proceedings.mlr.press/v80/wu18h.html,ICML,2018,https://github.com/Sandbox3aster/Deep-K-Means-pytorch,48,1/2/2019,0,0,0,pytorch
374,Multiple People Tracking by Lifted Multicut and Person Re-Identification,http://openaccess.thecvf.com/content_cvpr_2017/html/Tang_Multiple_People_Tracking_CVPR_2017_paper.html,CVPR,2017,https://github.com/jutanke/cabbage,47,1/2/2019,0,0,0,tensorflow
375,Learning Pixel-Level Semantic Affinity With Image-Level Supervision for Weakly Supervised Semantic Segmentation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Ahn_Learning_Pixel-Level_Semantic_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiwoon-ahn/psa,52,1/2/2019,0,0,0,tensorflow
376,Neural Episodic Control,http://proceedings.mlr.press/v70/pritzel17a.html,ICML,2017,https://github.com/EndingCredits/Neural-Episodic-Control,37,1/2/2019,0,0,0,tensorflow
377,Deep Spectral Clustering Learning,http://proceedings.mlr.press/v70/law17a.html,ICML,2017,https://github.com/wlwkgus/DeepSpectralClustering,45,1/2/2019,0,0,0,pytorch
378,"Face Normals ""In-The-Wild"" Using Fully Convolutional Networks",http://openaccess.thecvf.com/content_cvpr_2017/html/Trigeorgis_Face_Normals_In-The-Wild_CVPR_2017_paper.html,CVPR,2017,https://github.com/trigeorgis/face_normals_cvpr17,38,1/2/2019,0,0,0,tensorflow
379,Surface Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Kostrikov_Surface_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/jiangzhongshi/SurfaceNetworks,48,1/2/2019,1,0,0,pytorch
380,PredRNN++: Towards A Resolution of the Deep-in-Time Dilemma in Spatiotemporal Predictive Learning,http://proceedings.mlr.press/v80/wang18b.html,ICML,2018,https://github.com/Yunbo426/predrnn-pp,42,1/2/2019,1,0,0,tensorflow
381,FC4: Fully Convolutional Color Constancy With Confidence-Weighted Pooling,http://openaccess.thecvf.com/content_cvpr_2017/html/Hu_FC4_Fully_Convolutional_CVPR_2017_paper.html,CVPR,2017,https://github.com/yuanming-hu/fc4,47,1/2/2019,0,0,0,tensorflow
382,Convolutional Color Constancy,http://openaccess.thecvf.com/content_iccv_2015/html/Barron_Convolutional_Color_Constancy_ICCV_2015_paper.html,ICCV,2015,https://github.com/yuanming-hu/fc4,47,1/2/2019,0,0,0,tensorflow
383,Deep Supervised Hashing for Fast Image Retrieval,http://openaccess.thecvf.com/content_cvpr_2016/html/Liu_Deep_Supervised_Hashing_CVPR_2016_paper.html,CVPR,2016,https://github.com/yg33717/DSH_tensorflow,50,1/2/2019,0,0,0,tensorflow
384,Structured Embedding Models for Grouped Data,http://papers.nips.cc/paper/6629-structured-embedding-models-for-grouped-data.pdf,NIPS,2017,https://github.com/mariru/structured_embeddings,36,1/2/2019,0,0,0,tensorflow
385,Neural Autoregressive Flows,http://proceedings.mlr.press/v80/huang18d.html,ICML,2018,https://github.com/CW-Huang/NAF,47,1/2/2019,0,0,0,pytorch
386,Image Specificity,http://openaccess.thecvf.com/content_cvpr_2015/html/Jas_Image_Specificity_2015_CVPR_paper.html,CVPR,2015,https://github.com/burliEnterprises/tensorflow-image-classifier,40,1/2/2019,0,0,0,tensorflow
387,Robust Classification With Convolutional Prototype Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Yang_Robust_Classification_With_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/YangHM/Convolutional-Prototype-Learning,43,1/2/2019,0,0,0,tensorflow
388,Face Flow,http://openaccess.thecvf.com/content_iccv_2015/html/Snape_Face_Flow_ICCV_2015_paper.html,ICCV,2015,https://github.com/shashanktyagi/HyperFace-TensorFlow-implementation,45,1/2/2019,0,0,0,tensorflow
389,Sketch Me That Shoe,http://openaccess.thecvf.com/content_cvpr_2016/html/Yu_Sketch_Me_That_CVPR_2016_paper.html,CVPR,2016,https://github.com/seuliufeng/DeepSBIR,39,1/2/2019,0,0,0,tensorflow
390,Learning to Generate Long-term Future via Hierarchical Prediction,http://proceedings.mlr.press/v70/villegas17a.html,ICML,2017,https://github.com/rubenvillegas/icml2017hierchvid,43,1/2/2019,0,0,0,tensorflow
391,"Predicting Depth, Surface Normals and Semantic Labels With a Common Multi-Scale Convolutional Architecture",http://openaccess.thecvf.com/content_iccv_2015/html/Eigen_Predicting_Depth_Surface_ICCV_2015_paper.html,ICCV,2015,https://github.com/Rostifar/NYUDepthNet,35,1/2/2019,0,0,0,tensorflow
392,Partial Adversarial Domain Adaptation,http://openaccess.thecvf.com/content_ECCV_2018/html/Zhangjie_Cao_Partial_Adversarial_Domain_ECCV_2018_paper.html,ECCV,2018,https://github.com/thuml/PADA,43,1/2/2019,0,0,0,pytorch
393,Real Time Image Saliency for Black Box Classifiers,http://papers.nips.cc/paper/7272-real-time-image-saliency-for-black-box-classifiers.pdf,NIPS,2017,https://github.com/PiotrDabkowski/pytorch-saliency,48,1/2/2019,1,0,0,pytorch
394,Pose Partition Networks for Multi-Person Pose Estimation,http://openaccess.thecvf.com/content_ECCV_2018/html/Xuecheng_Nie_Pose_Partition_Networks_ECCV_2018_paper.html,ECCV,2018,https://github.com/NieXC/pytorch-ppn,47,1/2/2019,1,0,0,pytorch
395,Mutual Learning to Adapt for Joint Human Parsing and Pose Estimation,http://openaccess.thecvf.com/content_ECCV_2018/html/Xuecheng_Nie_Mutual_Learning_to_ECCV_2018_paper.html,ECCV,2018,https://github.com/NieXC/pytorch-mula,43,1/2/2019,0,0,0,pytorch
396,VQA: Visual Question Answering,http://openaccess.thecvf.com/content_iccv_2015/html/Antol_VQA_Visual_Question_ICCV_2015_paper.html,ICCV,2015,https://github.com/imatge-upc/vqa-2016-cvprw,35,1/2/2019,0,0,0,tensorflow
397,Part-Aligned Bilinear Representations for Person Re-Identification,http://openaccess.thecvf.com/content_ECCV_2018/html/Yumin_Suh_Part-Aligned_Bilinear_Representations_ECCV_2018_paper.html,ECCV,2018,https://github.com/yuminsuh/part_bilinear_reid,64,1/2/2019,0,0,0,pytorch
398,Generalisation in humans and deep neural networks,http://arxiv.org/abs/1808.08750v1,NIPS,2018,https://github.com/rgeirhos/generalisation-humans-DNNs,41,1/2/2019,0,0,0,tensorflow
399,Generative Adversarial Perturbations,http://openaccess.thecvf.com/content_cvpr_2018/papers/Poursaeed_Generative_Adversarial_Perturbations_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/OmidPoursaeed/Generative_Adversarial_Perturbations,40,1/2/2019,0,0,0,pytorch
400,EnhanceNet: Single Image Super-Resolution Through Automated Texture Synthesis,http://openaccess.thecvf.com/content_iccv_2017/html/Sajjadi_EnhanceNet_Single_Image_ICCV_2017_paper.html,ICCV,2017,https://github.com/msmsajjadi/EnhanceNet-Code,46,1/2/2019,0,0,0,tensorflow
401,3DMV: Joint 3D-Multi-View Prediction for 3D Semantic Scene Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Angela_Dai_3DMV_Joint_3D-Multi-View_ECCV_2018_paper.html,ECCV,2018,https://github.com/angeladai/3DMV,74,1/2/2019,0,0,0,pytorch
402,Towards Binary-Valued Gates for Robust LSTM Training,http://proceedings.mlr.press/v80/li18c.html,ICML,2018,https://github.com/zhuohan123/g2-lstm,41,1/2/2019,0,0,0,pytorch
403,Few-Shot Image Recognition by Predicting Parameters From Activations,http://openaccess.thecvf.com/content_cvpr_2018/papers/Qiao_Few-Shot_Image_Recognition_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/joe-siyuan-qiao/FewShot-CVPR,37,1/2/2019,0,0,0,pytorch
404,Actor and Observer: Joint Modeling of First and Third-Person Videos,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sigurdsson_Actor_and_Observer_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/gsig/actor-observer,48,1/2/2019,0,0,0,pytorch
405,Visualizing and Understanding Atari Agents,http://proceedings.mlr.press/v80/greydanus18a.html,ICML,2018,https://github.com/greydanus/visualize_atari,45,1/2/2019,0,0,0,tensorflow
406,NetGAN: Generating Graphs via Random Walks,http://proceedings.mlr.press/v80/bojchevski18a.html,ICML,2018,https://github.com/danielzuegner/netgan,39,1/2/2019,0,0,0,tensorflow
407,Semantic Image Inpainting With Deep Generative Models,http://openaccess.thecvf.com/content_cvpr_2017/html/Yeh_Semantic_Image_Inpainting_CVPR_2017_paper.html,CVPR,2017,https://github.com/ChengBinJin/semantic-image-inpainting,40,1/2/2019,0,0,0,tensorflow
408,Learning-based Video Motion Magnification,http://openaccess.thecvf.com/content_ECCV_2018/html/Tae-Hyun_Oh_Learning-based_Video_Motion_ECCV_2018_paper.html,ECCV,2018,https://github.com/12dmodel/deep_motion_mag,47,1/2/2019,0,0,0,tensorflow
409,Choose Your Neuron: Incorporating Domain Knowledge through Neuron-Importance,http://openaccess.thecvf.com/content_ECCV_2018/html/Ramprasaath_Ramasamy_Selvaraju_Choose_Your_Neuron_ECCV_2018_paper.html,ECCV,2018,https://github.com/ramprs/neuron-importance-zsl,40,1/2/2019,0,0,0,tensorflow
410,Mean Field Multi-Agent Reinforcement Learning,http://proceedings.mlr.press/v80/yang18d.html,ICML,2018,https://github.com/mlii/mfrl,43,1/2/2019,0,0,0,pytorch
411,Learning Visual Question Answering by Bootstrapping Hard Attention,http://openaccess.thecvf.com/content_ECCV_2018/html/Mateusz_Malinowski_Learning_Visual_Question_ECCV_2018_paper.html,ECCV,2018,https://github.com/gnouhp/PyTorch-AdaHAN,33,1/2/2019,1,0,0,pytorch
412,QMDP-Net: Deep Learning for Planning under Partial Observability,http://papers.nips.cc/paper/7055-qmdp-net-deep-learning-for-planning-under-partial-observability.pdf,NIPS,2017,https://github.com/AdaCompNUS/qmdp-net,34,1/2/2019,0,0,0,tensorflow
413,Zero-Shot Object Detection,http://openaccess.thecvf.com/content_ECCV_2018/html/Ankan_Bansal_Zero-Shot_Object_Detection_ECCV_2018_paper.html,ECCV,2018,https://github.com/salman-h-khan/ZSD_Release,43,1/2/2019,0,0,0,tensorflow
414,Black-box Adversarial Attacks with Limited Queries and Information,http://proceedings.mlr.press/v80/ilyas18a.html,ICML,2018,https://github.com/labsix/limited-blackbox-attacks,46,1/2/2019,0,0,0,tensorflow
415,Stacked Cross Attention for Image-Text Matching,http://openaccess.thecvf.com/content_ECCV_2018/html/Kuang-Huei_Lee_Stacked_Cross_Attention_ECCV_2018_paper.html,ECCV,2018,https://github.com/kuanghuei/SCAN,48,1/2/2019,0,0,0,pytorch
416,StyleNet: Generating Attractive Visual Captions With Styles,http://openaccess.thecvf.com/content_cvpr_2017/html/Gan_StyleNet_Generating_Attractive_CVPR_2017_paper.html,CVPR,2017,https://github.com/kacky24/stylenet,32,1/2/2019,1,0,0,pytorch
417,Full-Resolution Residual Networks for Semantic Segmentation in Street Scenes,http://openaccess.thecvf.com/content_cvpr_2017/html/Pohlen_Full-Resolution_Residual_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/hiwonjoon/tf-frrn,31,1/2/2019,0,0,0,tensorflow
418,Geometric Loss Functions for Camera Pose Regression With Deep Learning,http://openaccess.thecvf.com/content_cvpr_2017/html/Kendall_Geometric_Loss_Functions_CVPR_2017_paper.html,CVPR,2017,https://github.com/futurely/deep-camera-relocalization,34,1/2/2019,0,0,0,tensorflow
419,VidLoc: A Deep Spatio-Temporal Model for 6-DoF Video-Clip Relocalization,http://openaccess.thecvf.com/content_cvpr_2017/html/Clark_VidLoc_A_Deep_CVPR_2017_paper.html,CVPR,2017,https://github.com/futurely/deep-camera-relocalization,34,1/2/2019,0,0,0,tensorflow
420,PoseNet: A Convolutional Network for Real-Time 6-DOF Camera Relocalization,http://openaccess.thecvf.com/content_iccv_2015/html/Kendall_PoseNet_A_Convolutional_ICCV_2015_paper.html,ICCV,2015,https://github.com/futurely/deep-camera-relocalization,34,1/2/2019,0,0,0,tensorflow
421,The Statistical Recurrent Unit,http://proceedings.mlr.press/v70/oliva17a.html,ICML,2017,https://github.com/DLHacks/SRU,29,1/2/2019,0,0,0,pytorch
422,SplitNet: Learning to Semantically Split Deep Networks for Parameter Reduction and Model Parallelization,http://proceedings.mlr.press/v70/kim17b.html,ICML,2017,https://github.com/dalgu90/splitnet-wrn,29,1/2/2019,0,0,0,tensorflow
423,Learning Semantic Representations for Unsupervised Domain Adaptation,http://proceedings.mlr.press/v80/xie18c.html,ICML,2018,https://github.com/Mid-Push/Moving-Semantic-Transfer-Network,39,1/2/2019,0,0,0,tensorflow
424,CleanNet: Transfer Learning for Scalable Image Classifier Training With Label Noise,http://openaccess.thecvf.com/content_cvpr_2018/papers/Lee_CleanNet_Transfer_Learning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/kuanghuei/clean-net,33,1/2/2019,1,0,0,tensorflow
425,Recurrent Convolutional Neural Network for Object Recognition,http://openaccess.thecvf.com/content_cvpr_2015/html/Liang_Recurrent_Convolutional_Neural_2015_CVPR_paper.html,CVPR,2015,https://github.com/JimLee4530/RCNN,32,1/2/2019,0,0,0,tensorflow
426,Continual Learning Through Synaptic Intelligence,http://proceedings.mlr.press/v70/zenke17a.html,ICML,2017,https://github.com/ganguli-lab/pathint,31,1/2/2019,0,0,0,tensorflow
427,Super SloMo: High Quality Estimation of Multiple Intermediate Frames for Video Interpolation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Jiang_Super_SloMo_High_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/TheFairBear/Super-SlowMo,47,1/2/2019,0,0,0,pytorch
428,Adversarial Logit Pairing,http://arxiv.org/abs/1803.06373v1,NIPS,2018,https://github.com/labsix/adversarial-logit-pairing-analysis,32,1/2/2019,0,0,0,tensorflow
429,LCNN: Lookup-Based Convolutional Neural Network,http://openaccess.thecvf.com/content_cvpr_2017/html/Bagherinezhad_LCNN_Lookup-Based_Convolutional_CVPR_2017_paper.html,CVPR,2017,https://github.com/hessamb/lcnn,31,1/2/2019,0,0,0,tensorflow
430,No Fuss Distance Metric Learning Using Proxies,http://openaccess.thecvf.com/content_iccv_2017/html/Movshovitz-Attias_No_Fuss_Distance_ICCV_2017_paper.html,ICCV,2017,https://github.com/dichotomies/proxy-nca,38,1/2/2019,0,0,0,pytorch
431,Hierarchical Boundary-Aware Neural Encoder for Video Captioning,http://openaccess.thecvf.com/content_cvpr_2017/html/Baraldi_Hierarchical_Boundary-Aware_Neural_CVPR_2017_paper.html,CVPR,2017,https://github.com/Yugnaynehc/banet,33,1/2/2019,1,0,0,pytorch
432,Neural Guided Constraint Logic Programming for Program Synthesis,http://arxiv.org/abs/1809.02840v2,NIPS,2018,https://github.com/xuexue/neuralkanren,32,1/2/2019,0,0,0,pytorch
433,Real-Time Monocular Depth Estimation Using Synthetic Data With Domain Adaptation via Image Style Transfer,http://openaccess.thecvf.com/content_cvpr_2018/papers/Atapour-Abarghouei_Real-Time_Monocular_Depth_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/atapour/monocularDepth-Inference,37,1/2/2019,0,0,0,pytorch
